interval_id,relation,taskset_id,U_norm,source_E0,task_id,priority_rank,w,h,q,complete_envelope,local_envelope,service_value_without_e0,lower_bound_inclusive,upper_bound_exclusive,midpoint
I1870,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,80,4891800000000000031/40000000000000000000,20032200000000000189/200000000000000000000,69441/781250000,20014423104000000189/200000000000000000000,4888244620800000031/40000000000000000000,5556955776000000043/50000000000000000000
I1871,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,81,24496200000000000159/200000000000000000000,315618750000000003/3125000000000000000,9000972000000001/100000000000000000000,2018159805600000019/20000000000000000000,24478198056000000157/200000000000000000000,44659796112000000347/400000000000000000000
I1872,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,82,24533400000000000163/200000000000000000000,10178850000000000097/100000000000000000000,9113496300000001/100000000000000000000,317804265740625003/3125000000000000000,24515173007400000161/200000000000000000000,44854646014800000353/400000000000000000000
I1873,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,83,24570600000000000167/200000000000000000000,4101300000000000039/40000000000000000000,92260209/1000000000000,4097609591640000039/40000000000000000000,24552147958200000167/200000000000000000000,22520097958200000181/200000000000000000000
I1874,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,84,24607800000000000171/200000000000000000000,5163825000000000049/50000000000000000000,9338545800000001/100000000000000000000,10318311454200000097/100000000000000000000,24589122908400000169/200000000000000000000,45225745816800000363/400000000000000000000
I1875,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,85,985800000000000007/8000000000000000000,20804100000000000197/200000000000000000000,9451071000000001/100000000000000000000,4157039571600000039/40000000000000000000,24626097858000000173/200000000000000000000,2838205982250000023/25000000000000000000
I1876,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,86,24682200000000000179/200000000000000000000,10476450000000000099/100000000000000000000,9563596500000001/100000000000000000000,5233443201750000049/50000000000000000000,24663072807000000177/200000000000000000000,45596845614000000373/400000000000000000000
I1877,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,87,24719400000000000183/200000000000000000000,21101700000000000199/200000000000000000000,9676122300000001/100000000000000000000,21082347755400000197/200000000000000000000,24700047755400000181/200000000000000000000,22891197755400000189/200000000000000000000
I1878,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,88,24756600000000000187/200000000000000000000,105555000000000001/1000000000000000000,9788648400000001/100000000000000000000,10545711351600000099/100000000000000000000,4947404540640000037/40000000000000000000,45828445406400000383/400000000000000000000
I1879,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,89,24793800000000000191/200000000000000000000,21120300000000000201/200000000000000000000,24752937/250000000000,21100497650400000201/200000000000000000000,24773997650400000191/200000000000000000000,5734311912600000049/50000000000000000000
I1880,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,90,4966200000000000039/40000000000000000000,10564800000000000101/100000000000000000000,20027403/200000000000,10554786298500000101/100000000000000000000,4962194519400000039/40000000000000000000,45920545194000000397/400000000000000000000
I1881,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,91,24868200000000000199/200000000000000000000,21138900000000000203/200000000000000000000,10126228500000001/100000000000000000000,21118647543000000201/200000000000000000000,24847947543000000197/200000000000000000000,22983297543000000199/200000000000000000000
I1882,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,92,24905400000000000203/200000000000000000000,21138900000000000203/200000000000000000000,10238755800000001/100000000000000000000,21118422488400000201/200000000000000000000,24884922488400000201/200000000000000000000,23001672488400000201/200000000000000000000
I1883,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,93,24905400000000000203/200000000000000000000,21138900000000000203/200000000000000000000,10351283400000001/100000000000000000000,21118197433200000201/200000000000000000000,24884697433200000201/200000000000000000000,23001447433200000201/200000000000000000000
I1884,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,94,24905400000000000203/200000000000000000000,21138900000000000203/200000000000000000000,104638113/1000000000000,21117972377400000203/200000000000000000000,24884472377400000203/200000000000000000000,23001222377400000203/200000000000000000000
I1885,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,95,24905400000000000203/200000000000000000000,21138900000000000203/200000000000000000000,21152679/200000000000,21117747321000000203/200000000000000000000,24884247321000000203/200000000000000000000,23000997321000000203/200000000000000000000
I1886,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,96,24905400000000000203/200000000000000000000,21138900000000000203/200000000000000000000,2672217/25000000000,21117522264000000203/200000000000000000000,24884022264000000203/200000000000000000000,23000772264000000203/200000000000000000000
I1887,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,97,24905400000000000203/200000000000000000000,21138900000000000203/200000000000000000000,10801396799999999/100000000000000000000,4223459441280000041/40000000000000000000,4976759441280000041/40000000000000000000,4600109441280000041/40000000000000000000
I1888,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,98,24905400000000000203/200000000000000000000,21278400000000000203/200000000000000000000,109139259/1000000000000,21256572148200000203/200000000000000000000,24883572148200000203/200000000000000000000,23070072148200000203/200000000000000000000
I1889,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,99,24905400000000000203/200000000000000000000,21417900000000000203/200000000000000000000,110264553/1000000000000,21395847089400000203/200000000000000000000,24883347089400000203/200000000000000000000,23139597089400000203/200000000000000000000
I1890,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,100,24905400000000000203/200000000000000000000,21557400000000000203/200000000000000000000,2227797/20000000000,21535122030000000203/200000000000000000000,24883122030000000203/200000000000000000000,23209122030000000203/200000000000000000000
I1891,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,101,24905400000000000203/200000000000000000000,21696900000000000203/200000000000000000000,2250303/20000000000,21674396970000000203/200000000000000000000,24882896970000000203/200000000000000000000,23278646970000000203/200000000000000000000
I1892,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,102,24905400000000000203/200000000000000000000,21696900000000000203/200000000000000000000,11364045300000001/100000000000000000000,21674171909400000201/200000000000000000000,24882671909400000201/200000000000000000000,23278421909400000201/200000000000000000000
I1893,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,103,24905400000000000203/200000000000000000000,21836400000000000203/200000000000000000000,114765759/1000000000000,21813446848200000203/200000000000000000000,24882446848200000203/200000000000000000000,23347946848200000203/200000000000000000000
I1894,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,104,24905400000000000203/200000000000000000000,22115400000000000203/200000000000000000000,28972767/250000000000,22092221786400000203/200000000000000000000,24882221786400000203/200000000000000000000,23487221786400000203/200000000000000000000
I1895,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,105,24905400000000000203/200000000000000000000,22394400000000000203/200000000000000000000,11701637999999999/100000000000000000000,4474199344800000041/40000000000000000000,4976399344800000041/40000000000000000000,4725299344800000041/40000000000000000000
I1896,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,106,24905400000000000203/200000000000000000000,22673400000000000203/200000000000000000000,23628339/200000000000,22649771661000000203/200000000000000000000,24881771661000000203/200000000000000000000,23765771661000000203/200000000000000000000
I1897,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,107,24905400000000000203/200000000000000000000,22952400000000000203/200000000000000000000,119267013/1000000000000,22928546597400000203/200000000000000000000,24881546597400000203/200000000000000000000,23905046597400000203/200000000000000000000
I1898,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,108,24905400000000000203/200000000000000000000,23231400000000000203/200000000000000000000,60196167/500000000000,23207321533200000203/200000000000000000000,24881321533200000203/200000000000000000000,24044321533200000203/200000000000000000000
I1899,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,109,24905400000000000203/200000000000000000000,23510400000000000203/200000000000000000000,12151765800000001/100000000000000000000,23486096468400000201/200000000000000000000,24881096468400000201/200000000000000000000,24183596468400000201/200000000000000000000
I1900,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,110,24905400000000000203/200000000000000000000,23789400000000000203/200000000000000000000,24528597/200000000000,23764871403000000203/200000000000000000000,24880871403000000203/200000000000000000000,24322871403000000203/200000000000000000000
I1901,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,111,24905400000000000203/200000000000000000000,23928900000000000203/200000000000000000000,24753663/200000000000,23904146337000000203/200000000000000000000,24880646337000000203/200000000000000000000,24392396337000000203/200000000000000000000
I1902,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,112,24905400000000000203/200000000000000000000,24068400000000000203/200000000000000000000,7805853/62500000000,24043421270400000203/200000000000000000000,24880421270400000203/200000000000000000000,24461921270400000203/200000000000000000000
I1903,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,113,24905400000000000203/200000000000000000000,24207900000000000203/200000000000000000000,6300949199999999/50000000000000000000,24182696203200000207/200000000000000000000,24880196203200000207/200000000000000000000,24531446203200000207/200000000000000000000
I1904,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,114,24905400000000000203/200000000000000000000,24347400000000000203/200000000000000000000,127144323/1000000000000,24321971135400000203/200000000000000000000,24879971135400000203/200000000000000000000,24600971135400000203/200000000000000000000
I1905,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,115,24905400000000000203/200000000000000000000,24486900000000000203/200000000000000000000,25653933/200000000000,24461246067000000203/200000000000000000000,24879746067000000203/200000000000000000000,24670496067000000203/200000000000000000000
I1906,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,116,24905400000000000203/200000000000000000000,24626400000000000203/200000000000000000000,12939501/100000000000,24600520998000000203/200000000000000000000,24879520998000000203/200000000000000000000,24740020998000000203/200000000000000000000
I1907,DEADLINE_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,9,9,122,0,117,24905400000000000203/200000000000000000000,24765900000000000203/200000000000000000000,65260179/500000000000,24739795928400000203/200000000000000000000,24879295928400000203/200000000000000000000,24809545928400000203/200000000000000000000
I1908,FIXED_CW_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,60,0,10,5189400000000000003/200000000000000000000,1264800000000000001/50000000000000000000,2025027000000001/200000000000000000000,5057174973000000003/200000000000000000000,2593687486500000001/100000000000000000000,2048909989200000001/80000000000000000000
I1909,FIXED_CW_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,60,0,11,1404300000000000001/50000000000000000000,1097400000000000001/40000000000000000000,2250033000000001/200000000000000000000,1371187491750000001/50000000000000000000,5614949967000000003/200000000000000000000,11099699934000000007/400000000000000000000
I1910,FIXED_CW_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,60,0,12,1543800000000000001/50000000000000000000,2957400000000000003/100000000000000000000,6187599000000003/500000000000000000000,3695203100250000003/125000000000000000000,15431812401000000007/500000000000000000000,30212624802000000019/1000000000000000000000
I1911,FIXED_CW_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,60,0,13,1320600000000000001/40000000000000000000,776550000000000001/25000000000000000000,2700046800000001/200000000000000000000,6209699953200000007/200000000000000000000,1650074988300000001/50000000000000000000,12809999906400000011/400000000000000000000
I1912,FIXED_CW_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,60,0,14,3515400000000000003/100000000000000000000,6640200000000000009/200000000000000000000,7312636500000001/500000000000000000000,33186374727000000043/1000000000000000000000,8784843681750000007/250000000000000000000,68325749454000000071/2000000000000000000000
I1913,FIXED_CW_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,60,0,15,7458600000000000007/200000000000000000000,6937800000000000011/200000000000000000000,7875157499999999/500000000000000000000,34673249685000000057/1000000000000000000000,37277249685000000037/1000000000000000000000,35975249685000000047/1000000000000000000000
I1914,FIXED_CW_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,60,0,16,7756200000000000009/200000000000000000000,7235400000000000013/200000000000000000000,105471/6250000000,7232024928000000013/200000000000000000000,7752824928000000009/200000000000000000000,7492424928000000011/200000000000000000000
I1915,FIXED_CW_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,60,0,17,8053800000000000011/200000000000000000000,1506600000000000003/40000000000000000000,18000408000000007/1000000000000000000000,9411749898000000017/250000000000000000000,2515687474500000003/62500000000000000000,19474499796000000029/500000000000000000000
I1916,FIXED_CW_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,60,0,18,8351400000000000013/200000000000000000000,7830600000000000017/200000000000000000000,1912545900000001/100000000000000000000,1565354981640000003/40000000000000000000,8347574908200000011/200000000000000000000,8087174908200000013/200000000000000000000
I1917,FIXED_CW_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,60,0,19,1729800000000000003/40000000000000000000,8128200000000000019/200000000000000000000,2025051300000001/100000000000000000000,8124149897400000017/200000000000000000000,8644949897400000013/200000000000000000000,1676909979480000003/40000000000000000000
I1918,FIXED_CW_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,60,0,20,8946600000000000017/200000000000000000000,8425800000000000021/200000000000000000000,2137557000000001/100000000000000000000,8421524886000000019/200000000000000000000,1788464977200000003/40000000000000000000,8681924886000000017/200000000000000000000
I1919,FIXED_CW_CARRY_IN,v93-u1-e1-t08-830e97821624,0.4,1,8,8,60,0,21,9244200000000000019/200000000000000000000,1074150000000000003/25000000000000000000,2812578750000001/125000000000000000000,2683968710625000007/62500000000000000000,46198499370000000087/1000000000000000000000,89141998740000000199/2000000000000000000000
